playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
59,10.0,2.0,13.246666666666666,3.2,0.2,0.7,28.6%,0.9,1.3,69.2%,0.1,0.2,50%,0.2,0.5,0.7,1.3,0.3,0.3,0.0,0.0,1.3,1.0,3.9,CLC,"DEVECCHI, GIACOMO",30,https://media-cdn.cortextech.io/3ddb845f-3359-44e3-8e06-34e9c6133cef.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
60,8.0,0.0,14.722916666666666,4.8,0.6,1.4,45.5%,1.0,2.4,42.1%,0.5,0.6,80%,0.5,1.1,1.6,1.1,0.4,0.9,0.0,0.2,1.1,0.6,4.0,004836,"GATENS, MATT",26,https://media-cdn.cortextech.io/254ceba6-65d5-4709-9560-639a4f11af37.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
61,10.0,0.0,14.386666666666667,5.5,1.2,1.8,66.7%,0.8,2.2,36.4%,0.7,1.0,70%,0.6,0.7,1.3,0.9,0.6,0.8,0.4,0.1,2.1,0.8,4.2,003482,"NICHOLS, DEMETRIS",31,https://media-cdn.cortextech.io/2a58f71e-9669-4efd-a620-984851fc50b4.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
62,6.0,4.0,21.744444444444444,8.8,2.2,5.5,39.4%,1.2,2.7,43.8%,1.0,1.3,75%,0.0,1.5,1.5,0.5,0.3,1.3,0.2,0.0,2.2,1.7,4.3,LCE,"DIAWARA, YAKHOUBA",33,https://media-cdn.cortextech.io/bd4b7366-754b-4702-ba0a-512c709320f0.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
62,6.0,6.0,27.51388888888889,9.3,1.7,6.5,25.6%,1.2,4.8,24.1%,2.5,3.5,71.4%,0.3,1.5,1.8,6.2,0.2,3.3,0.0,1.3,2.2,3.2,4.3,JUO,"SPANOULIS, VASSILIS",33,https://media-cdn.incrowdsports.com/c32b334a-d142-423f-93f6-e6f1df328d52.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
64,8.0,7.0,21.845833333333335,6.0,1.1,2.9,39.1%,1.0,3.5,28.6%,0.8,1.1,66.7%,0.8,0.8,1.5,1.8,1.4,0.8,0.1,0.0,3.0,2.0,4.4,BED,"MARKOISHVILI, MANUCHAR",29,,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2015,E2015
65,7.0,0.0,6.8309523809523816,3.4,1.3,1.6,81.8%,0.0,0.0,0%,0.9,1.9,46.2%,0.1,1.4,1.6,0.3,0.0,0.3,0.4,0.0,0.9,1.1,4.4,000139,"KRAVTSOV, VIACHESLAV",28,,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
66,10.0,0.0,15.75,3.4,1.1,2.6,42.3%,0.1,0.7,14.3%,0.9,1.2,75%,0.5,1.3,1.8,1.6,1.1,1.1,0.1,0.3,2.1,2.4,4.5,KOS,"BYKOV, SERGEY",32,https://media-cdn.cortextech.io/93d3eb34-f9cf-4c64-be47-9ff49dfe0158.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
67,10.0,4.0,13.048333333333332,6.6,1.4,2.5,56%,1.2,3.0,40%,0.2,0.4,50%,0.0,0.8,0.8,1.8,0.2,1.4,0.3,0.2,1.2,0.8,4.6,000848,"NEDOVIC, NEMANJA",24,https://media-cdn.cortextech.io/664a91ef-82db-43d9-81c7-30bcbb9d8139.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
67,10.0,2.0,15.596666666666668,5.3,0.3,0.6,50%,1.4,3.0,46.7%,0.5,0.6,83.3%,0.0,1.1,1.1,1.0,0.4,0.5,0.0,0.0,1.5,0.8,4.6,LKX,"PNINI, GUY",32,https://media-cdn.incrowdsports.com/555f6f68-6bd3-4239-9091-25cdb99cfbd7.png,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
69,10.0,1.0,15.436666666666667,6.8,1.0,2.7,37%,0.9,2.3,39.1%,2.1,2.5,84%,0.2,1.2,1.4,0.9,0.7,1.3,0.0,0.2,2.5,2.4,4.7,004004,"GUDURIC, MARKO",20,https://media-cdn.cortextech.io/ac49a13d-0aaa-4ce6-9fda-1292739525ca.png,RED,CZT,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2015,E2015
70,10.0,1.0,11.995000000000001,5.2,1.3,1.9,68.4%,0.8,2.3,34.8%,0.2,0.3,66.7%,0.6,1.6,2.2,0.6,0.7,0.5,0.3,0.0,2.3,0.9,4.9,CCH,"SZEWCZYK, SZYMON",33,https://media-cdn.cortextech.io/04894200-7f3d-4202-a265-cb3dd9f9df3c.png,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png,2015,E2015
71,8.0,6.0,18.008333333333333,6.4,0.2,0.6,40%,1.8,3.1,56%,0.6,0.8,83.3%,0.9,1.1,2.0,0.6,0.8,0.8,0.1,0.1,2.6,0.5,5.0,004170,"BATUK, BIRKAN",25,https://media-cdn.incrowdsports.com/a0a94e47-8163-45c3-8ec7-3a147df45609.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
72,10.0,8.0,10.718333333333334,3.4,1.4,3.2,43.7%,0.0,0.0,0%,0.6,1.6,37.5%,2.0,2.2,4.2,0.2,0.2,0.7,0.4,0.2,1.8,2.2,5.1,006647,"ONUAKU, ARINZE",28,https://media-cdn.cortextech.io/9d489651-7845-4de9-9603-3f070de1cfb5.png,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
72,10.0,7.0,19.893333333333334,5.6,1.7,4.0,42.5%,0.6,2.0,30%,0.4,0.5,80%,1.2,2.3,3.5,1.0,0.8,1.3,0.2,0.3,1.5,0.9,5.1,005161,"PAPAPETROU, IOANNIS",21,https://media-cdn.incrowdsports.com/34435fbb-b543-4cdd-84f6-62cf44448c88.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
72,10.0,4.0,11.773333333333333,5.9,2.3,4.5,51.1%,0.0,0.1,0%,1.3,2.6,50%,1.3,1.0,2.3,0.3,0.5,1.2,0.9,0.3,1.4,1.7,5.1,004119,"TYUS, ALEX",27,https://media-cdn.incrowdsports.com/3bbdc2a0-64b7-425f-a940-af651d08f39f.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
72,10.0,10.0,23.9,3.2,0.8,2.6,30.8%,0.3,0.7,42.9%,0.7,1.1,63.6%,0.6,1.8,2.4,2.3,0.7,1.0,0.1,0.2,1.8,2.0,5.1,002329,"ULANOVAS, EDGARAS",23,https://media-cdn.cortextech.io/c37e8132-0498-4172-8e32-4c7044bd4370.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
76,8.0,0.0,10.310416666666667,3.9,1.8,2.5,70%,0.0,0.0,0%,0.4,0.9,42.9%,1.0,2.2,3.2,0.1,0.2,0.9,0.6,0.4,1.2,0.8,5.1,003196,"HERNANGOMEZ, WILLY",21,https://media-cdn.cortextech.io/2b0a03c6-90ec-400a-8b01-6c4c8c234234.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
76,8.0,0.0,16.229166666666668,6.8,0.8,1.4,54.5%,1.5,2.4,63.2%,0.8,0.8,100%,0.2,0.9,1.1,0.5,0.2,0.9,0.1,0.2,1.8,0.8,5.1,004316,"PILEPIC, FRAN",26,https://media-cdn.cortextech.io/62f9fede-14ef-4212-b3fe-b88ef1388e30.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
78,10.0,0.0,17.706666666666667,6.5,0.9,2.4,37.5%,1.3,3.4,38.2%,0.8,0.8,100%,0.2,1.1,1.3,1.7,0.3,1.4,0.0,0.1,1.1,1.6,5.2,DGX,"STIPCEVIC, ROK",29,https://media-cdn.cortextech.io/f2e9ac6c-99a3-4105-83dd-12f7952bfc8d.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
79,8.0,7.0,21.854166666666668,5.4,1.4,4.0,34.4%,0.6,1.2,50%,0.8,1.2,60%,0.5,1.6,2.1,3.1,1.0,1.4,0.0,0.5,2.9,2.2,5.4,KIW,"CINCIARINI, ANDREA",29,https://media-cdn.incrowdsports.com/aad5221a-652d-49a6-b2c6-1b61031221e2.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
80,10.0,3.0,22.85,7.3,1.0,2.3,43.5%,1.4,5.4,25.9%,1.1,1.3,84.6%,0.3,1.7,2.0,2.1,1.0,1.6,0.2,0.2,2.5,2.6,5.4,002870,"LAFAYETTE, OLIVER",31,https://media-cdn.cortextech.io/6ec9f13b-294c-407b-8df8-fe4d4e635325.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
81,9.0,1.0,17.27777777777778,5.4,0.7,1.4,46.2%,1.2,2.6,47.8%,0.4,0.7,66.7%,0.9,1.3,2.2,0.8,0.6,0.6,0.1,0.0,1.8,1.0,5.4,BEZ,"FOTSIS, ANTONIS",34,https://media-cdn.cortextech.io/4779c98d-ff1f-4d92-a71a-a89665338a76.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
82,6.0,0.0,12.847222222222221,4.5,0.2,1.2,14.3%,0.5,0.7,75%,2.7,3.3,80%,1.3,1.7,3.0,0.3,0.0,0.7,0.5,0.0,2.8,2.5,5.5,004982,"OFOEGBU, IKE",31,,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
82,10.0,4.0,18.215,3.8,0.7,1.3,53.8%,0.5,1.5,33.3%,0.9,1.4,64.3%,0.4,2.2,2.6,0.7,0.5,0.5,0.0,0.0,1.6,2.1,5.5,004380,"SACCHETTI, BRIAN",29,https://media-cdn.cortextech.io/5f935636-be31-4d24-a4a2-f38a5a1fe708.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
84,9.0,1.0,23.55740740740741,7.6,1.8,4.6,39%,1.1,3.0,37%,0.7,0.8,85.7%,1.2,2.8,4.0,1.0,0.4,1.1,0.0,0.1,2.7,1.2,5.6,006462,"HUMMEL, ROBBIE",26,https://media-cdn.cortextech.io/02af16f3-cbd7-47e2-b33c-e43ad95ffec3.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
84,9.0,5.0,18.35,4.0,1.2,2.6,47.8%,0.2,1.0,22.2%,0.9,1.3,66.7%,0.7,2.0,2.7,1.3,0.6,0.9,0.1,0.3,1.4,2.1,5.6,003673,"PAYNE, MARK",27,https://media-cdn.cortextech.io/6d8d3b31-00eb-47e4-bc84-237097659fd2.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
86,10.0,8.0,26.126666666666665,6.7,1.1,2.9,37.9%,1.4,2.4,58.3%,0.3,0.6,50%,0.5,1.1,1.6,1.8,1.5,0.7,0.0,0.3,3.0,1.1,5.6,005014,"JENKINS, CHARLES",26,https://media-cdn.incrowdsports.com/8c066c12-d0a2-4efd-b648-66abbf812216.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
87,10.0,10.0,20.991666666666667,6.7,2.0,3.7,54.1%,0.7,2.1,33.3%,0.6,0.7,85.7%,0.6,1.7,2.3,1.1,0.8,1.5,0.2,0.2,2.0,1.5,5.7,001389,"VORONOV, EVGENY",29,https://media-cdn.incrowdsports.com/5ea13ad3-ab46-462b-87e3-5155aec20269.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
88,8.0,0.0,19.725,7.2,2.8,3.8,73.3%,0.2,1.0,25%,1.0,1.8,57.1%,0.2,1.8,2.0,0.8,0.2,0.8,0.1,0.4,2.4,1.4,5.8,006546,"TAYLOR, JEFFERY",26,https://media-cdn.cortextech.io/900e0281-8293-403f-a89d-3c52b99e5df7.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
89,10.0,0.0,18.03,3.2,0.5,2.0,25%,0.4,1.1,36.4%,1.0,1.4,71.4%,0.5,1.3,1.8,3.7,1.0,0.8,0.0,0.5,1.7,1.7,5.8,001252,"GAVEL, ANTON",31,https://media-cdn.cortextech.io/17cc61cd-d97b-4943-9ee0-f41285c647af.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
89,10.0,9.0,21.928333333333335,6.4,1.2,2.2,54.5%,1.2,3.6,33.3%,0.4,0.5,80%,0.8,1.9,2.7,1.6,0.6,1.3,0.8,0.4,2.2,1.1,5.8,BFX,"MONIA, SERGEY",32,https://media-cdn.incrowdsports.com/d3e66f80-1885-4da3-bf68-0282f1611f82.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
89,10.0,7.0,19.53666666666667,6.2,1.7,4.0,42.5%,0.6,2.6,23.1%,1.0,1.9,52.6%,0.9,3.2,4.1,1.6,0.8,1.2,0.4,0.4,2.8,2.3,5.8,ANE,"PAVLOVIC, SASHA",32,,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
92,8.0,6.0,21.802083333333332,7.6,2.1,4.2,50%,0.6,1.6,38.5%,1.5,1.9,80%,0.1,2.2,2.4,1.8,0.5,2.2,0.2,0.1,2.8,2.0,5.9,KNO,"SEIBUTIS, RENALDAS",30,https://media-cdn.cortextech.io/ca5622c0-7e46-493d-a9a0-e8f61e62cbd2.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
93,9.0,0.0,16.609259259259257,4.9,2.2,3.4,64.5%,0.0,0.1,0%,0.4,1.0,44.4%,2.0,1.7,3.7,0.0,0.3,0.4,0.4,0.1,2.6,1.6,5.9,BVE,"JAVTOKAS, ROBERTAS",35,https://media-cdn.cortextech.io/6faf23a4-63db-471d-9280-13b5f1c76bed.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
93,9.0,6.0,18.19814814814815,7.9,1.0,3.0,33.3%,1.6,4.3,35.9%,1.2,1.3,91.7%,0.2,0.9,1.1,2.1,0.6,1.1,0.0,0.3,1.2,1.8,5.9,ADI,"NAVARRO, JUAN CARLOS",35,https://media-cdn.cortextech.io/2dc7dca5-3a73-4b01-bf62-ed9a41bcba87.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
95,10.0,0.0,21.241666666666667,4.1,1.3,3.2,40.6%,0.2,0.7,28.6%,0.9,1.2,75%,0.6,2.8,3.4,2.9,0.8,2.2,0.6,0.4,2.8,2.2,5.9,001261,"LACOMBE, PAUL",25,https://media-cdn.incrowdsports.com/fa3fbfb5-06c4-447a-8936-ec3730ad9593.png,STR,SIG,Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png,2015,E2015
96,10.0,8.0,24.048333333333332,4.9,1.3,3.1,41.9%,0.2,1.3,15.4%,1.7,2.3,73.9%,0.9,2.5,3.4,1.6,0.5,1.3,0.4,0.2,2.2,2.4,6.0,004866,"KALINIC, NIKOLA",24,https://media-cdn.cortextech.io/8b1112da-0b01-4305-b27a-c6424ef1f54f.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
96,10.0,5.0,21.971666666666668,7.6,1.6,3.5,45.7%,1.1,4.3,25.6%,1.1,1.2,91.7%,0.3,1.5,1.8,2.7,0.2,1.6,0.0,0.1,2.0,2.6,6.0,004178,"KOPONEN, PETTERI",27,https://media-cdn.incrowdsports.com/5c9a31dd-c891-4ca0-89fa-8769213a08f6.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
96,10.0,9.0,23.996666666666666,8.5,1.8,3.3,54.5%,1.1,3.1,35.5%,1.6,1.7,94.1%,0.3,1.4,1.7,1.7,0.2,1.5,0.6,0.5,2.8,1.7,6.0,006421,"MILLER, DARIUS",25,https://media-cdn.cortextech.io/bb4446f4-a8a3-4ba2-9a5e-348b90108565.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
99,10.0,1.0,17.06,7.4,0.9,2.3,39.1%,1.4,3.4,41.2%,1.4,1.8,77.8%,0.4,1.2,1.6,0.6,0.6,0.4,0.2,0.1,1.8,1.8,6.1,003478,"ABRINES, ALEX",22,https://media-cdn.incrowdsports.com/47795ee0-c812-487a-be8a-67900a5ab8d5.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
99,10.0,2.0,17.77166666666667,4.6,0.6,1.4,42.9%,0.9,2.0,45%,0.7,0.8,87.5%,1.1,2.0,3.1,0.5,0.3,0.5,0.0,0.1,0.5,0.7,6.1,003198,"DIEZ, DANIEL",22,https://media-cdn.incrowdsports.com/dd893939-b4ad-4ada-8173-0a55122c7248.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
99,10.0,5.0,18.906666666666666,5.3,1.5,3.3,45.5%,0.4,2.0,20%,1.1,1.6,68.8%,0.1,1.0,1.1,3.7,0.9,1.2,0.0,0.1,1.6,1.9,6.1,005275,"SIPAHI, KENAN",20,https://media-cdn.cortextech.io/9565feed-e4eb-4cb5-95aa-f4bb7393689c.png,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
99,10.0,10.0,25.801666666666666,7.9,1.8,4.3,41.9%,1.3,4.4,29.5%,0.4,0.8,50%,0.4,3.0,3.4,1.9,1.2,1.0,0.6,0.3,2.9,1.3,6.1,006592,"WEEMS, KYLE",26,https://media-cdn.incrowdsports.com/a7626a3e-1b95-4e35-837b-a8e87770c1e6.png,STR,SIG,Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png,2015,E2015
103,9.0,0.0,21.394444444444446,7.6,1.6,3.1,50%,1.2,3.0,40.7%,0.8,1.1,70%,0.2,1.4,1.7,2.0,1.6,1.9,0.1,0.2,2.2,1.2,6.1,002946,"DRAPER, DONTAYE",31,https://media-cdn.cortextech.io/bb168d12-c742-4d10-8197-dda3fb323d63.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
104,10.0,6.0,19.453333333333333,7.1,1.6,3.3,48.5%,1.1,2.8,39.3%,0.6,0.8,75%,1.6,2.2,3.8,1.0,0.5,1.0,0.1,0.1,2.6,1.0,6.2,004402,"ARAPOVIC, MARKO",19,https://media-cdn.cortextech.io/67e10e5c-143d-4ee9-9659-2751379a53b5.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
104,10.0,4.0,19.675,7.7,2.1,4.0,52.5%,0.7,1.8,38.9%,1.4,1.9,73.7%,0.6,1.7,2.3,1.1,0.4,1.4,0.1,0.3,2.2,2.0,6.2,004370,"DANIELS, WILL",29,https://media-cdn.cortextech.io/3626e525-6a82-4770-a3f3-f445923b197b.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
104,10.0,3.0,21.34,9.7,1.9,5.4,35.2%,1.6,4.2,38.1%,1.1,1.8,61.1%,0.3,2.2,2.5,1.1,0.6,1.2,0.0,0.9,1.9,3.1,6.2,004160,"LANDESBERG, SYLVEN",25,https://media-cdn.incrowdsports.com/98d143f1-b3c9-4f93-b205-1a0572cfd58c.png,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
107,8.0,0.0,18.129166666666666,5.8,0.4,1.4,27.3%,1.5,3.1,48%,0.5,0.8,66.7%,0.1,1.2,1.4,1.9,0.5,0.2,0.0,0.0,1.8,1.8,6.4,004290,"ATHINAIOU, IOANNIS",27,https://media-cdn.cortextech.io/5a2e2b2b-47ed-4426-98c8-d2bc0defafdb.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
108,10.0,4.0,16.47,4.8,1.4,2.0,70%,0.4,1.5,26.7%,0.8,0.8,100%,0.2,1.6,1.8,2.6,0.4,1.0,0.0,0.1,1.5,1.1,6.4,JUG,"RIBAS, PAU",28,https://media-cdn.incrowdsports.com/a401ec84-fd4d-4e12-a2f0-67f8c458f795.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
108,10.0,8.0,20.333333333333336,6.2,2.2,4.1,53.7%,0.3,1.0,30%,0.9,1.1,81.8%,1.0,2.4,3.4,1.1,0.9,0.8,0.0,0.1,2.7,1.2,6.4,002744,"TILLIE, KIM",27,https://media-cdn.incrowdsports.com/a1fc5f51-bfd3-4ecb-b099-eb0d354391af.png,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
110,9.0,4.0,21.687037037037037,8.3,3.3,7.4,44.8%,0.3,1.9,17.6%,0.7,1.2,54.5%,1.4,2.8,4.2,1.2,1.6,1.7,0.1,0.4,2.2,1.6,6.4,003603,"PALACIOS, JUAN",30,,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
111,10.0,2.0,15.294999999999998,5.1,1.6,2.5,64%,0.4,0.9,44.4%,0.7,1.1,63.6%,0.7,2.1,2.8,0.8,0.4,0.6,0.1,0.1,2.4,2.3,6.6,AWN,"GONLUM, KEREM",38,,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
111,10.0,9.0,24.383333333333333,7.4,1.7,4.0,42.5%,1.3,4.1,31.7%,0.1,0.1,100%,0.0,2.6,2.6,3.9,0.8,2.5,0.1,0.0,1.3,0.7,6.6,JBX,"KALNIETIS, MANTAS",29,https://media-cdn.incrowdsports.com/e11f0d6c-da9f-4687-9de4-4eee432a7e67.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
113,10.0,6.0,20.715,7.6,2.8,5.2,53.8%,0.4,1.3,30.8%,0.8,1.5,53.3%,0.1,2.0,2.1,2.5,0.5,1.9,0.1,0.3,1.6,1.7,6.7,005463,"COLLINS, MARDY",31,https://media-cdn.cortextech.io/b48a3341-7141-4464-926d-700e87885b6b.png,STR,SIG,Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png,2015,E2015
114,8.0,5.0,14.49375,7.5,1.4,2.6,52.4%,1.1,2.5,45%,1.4,1.4,100%,0.4,1.8,2.1,1.1,0.8,0.8,0.0,0.2,2.0,1.1,7.0,LLH,"FRIDZON, VITALY",30,https://media-cdn.incrowdsports.com/b1db3410-c6e2-41a6-9483-2eb7580ebdfb.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
114,10.0,6.0,22.368333333333332,3.6,0.6,1.1,54.5%,0.5,2.4,20.8%,0.9,1.1,81.8%,0.4,1.7,2.1,4.9,0.5,1.4,0.0,0.0,1.9,1.8,7.0,LME,"MARKOVIC, STEFAN",27,https://media-cdn.incrowdsports.com/b00db9c1-d63e-4645-a1a9-df3963fe533f.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
114,10.0,5.0,18.318333333333335,3.7,0.4,1.0,40%,0.6,2.4,25%,1.1,1.5,73.3%,1.1,2.7,3.8,1.9,0.7,0.7,0.0,0.1,1.5,2.0,7.0,JJS,"SUAREZ, CARLOS",29,https://media-cdn.cortextech.io/c9a596f1-a702-48fe-a9e9-af68bbdec1f0.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
